ABC_tran	15602	57423	16	0.0194461400845	0.0154895315299	0.000165204624656	0.0161940743015
MFS_1	6455	41879	6	0.00804543957522	0.0112966256182	6.20162269947e-05	0.0107185818835
BPD_transp_1	11344	28485	1	0.0141390248808	0.00768367002228	1.04220281638e-05	0.00883250748334
Response_reg	5039	25759	0	0.0062805557968	0.00694834697058	1.03188397662e-07	0.0068297869768
LysR_substrate	5655	23016	1	0.00704833009589	0.00620843826523	1.04220281638e-05	0.00635810205626
HTH_1	5859	22967	1	0.00730259301311	0.00619522079291	1.04220281638e-05	0.00639247495832
HATPase_c	3299	19216	82	0.00411184267926	0.00518340979992	0.000846248049223	0.00499294344279
adh_short	5705	18482	25	0.00711064943834	0.00498541745951	0.000258074182552	0.00536372726373
adh_short_C2	5601	17956	19	0.00698102520603	0.00484353194037	0.000196161143955	0.0052240180489
HTH_23	986	15642	56	0.00122894989714	0.00421934355386	0.000577958215303	0.00368743844645
rve	11168	15362	83	0.0139196607953	0.00414381514063	0.00085656688899	0.0058833124865
rve_3	4373	12842	11	0.00545046215526	0.00346405942153	0.000113610425825	0.00381761195296
HTH_18	3032	12040	1	0.00377905739053	0.00324772446648	1.04220281638e-05	0.00334237886189
AMP-binding	2186	11814	0	0.00272461411614	0.00318676224723	1.03188397662e-07	0.00310465143602
EamA	2033	11623	3	0.00253391692822	0.00313524107963	3.10597076962e-05	0.00302836576951
HisKA	2089	11075	0	0.00260371459177	0.00298742118516	1.03188397662e-07	0.00291925952555
Pyr_redox_2	2464	10925	3	0.00307110966021	0.00294695953521	3.10597076962e-05	0.0029691556737
Hexapep	822	10882	12	0.00102454245388	0.00293536052889	0.000123929265592	0.0025954889642
Sugar_tr	1662	10755	2	0.00207150740718	0.0029011029986	2.074086793e-05	0.00275360431368
KR	3682	10702	3	0.00458920884249	0.00288680654896	3.10597076962e-05	0.00318980752887
HTH_AraC	2456	10599	1	0.00306113856541	0.00285902288266	1.04220281638e-05	0.00289508761378
Acetyltransf_1	1831	10564	46	0.00228214678469	0.00284958183101	0.000474769817641	0.0027487255792
