ABC_tran	15602	49943	16	0.01944614008450902	0.015560014023980518	0.00016520462465633107	0.016337834836327496
MFS_1	6455	35816	6	0.008045439575215408	0.011158671010878729	6.201622699466269e-05	0.01053652718558969
BPD_transp_1	11344	24506	1	0.014139024880773126	0.007634979535110254	1.0422028163828504e-05	0.008936020335654677
Response_reg	5039	22241	0	0.006280555796800655	0.006929306573782616	1.0318839766166837e-07	0.006799850937750448
LysR_substrate	5655	19784	1	0.007048330095885039	0.006163814977322568	1.0422028163828504e-05	0.006340960872226331
HTH_1	5859	19718	1	0.0073025930131142835	0.006143252321495802	1.0422028163828504e-05	0.0063753589325426414
HATPase_c	3299	16600	82	0.004111842679257102	0.005171822611376784	0.0008462480492233423	0.0049600532334411
adh_short	5705	16394	25	0.007110649438343187	0.00510764220076597	0.0002580741825518326	0.005508428108048953
adh_short_C2	5601	15925	19	0.006981025206030239	0.004961522722239408	0.00019616114395483157	0.0053656013793442715
HTH_23	986	14896	56	0.0012289498971431716	0.004640932224576653	0.0005779582153030045	0.003958770564668488
rve	11168	13749	83	0.013919660795320445	0.004283578190738772	0.0008565668889895092	0.006210846470160286
rve_3	4373	11490	11	0.005450462155258123	0.003579774561759021	0.00011361042582549687	0.003954034599842329
HTH_18	3032	10302	1	0.003779057390530591	0.0032096467568772393	1.0422028163828504e-05	0.003323652755349938
EamA	2033	10291	3	0.0025339169282167923	0.0032062196475727786	3.105970769616217e-05	0.003071898835643605
AMP-binding	2186	9968	0	0.0027246141161387256	0.003105587256178153	1.0318839766166837e-07	0.0030295244135148166
HisKA	2089	9652	0	0.0026037145917699187	0.003007135752522729	1.0318839766166837e-07	0.002926579493872524
KR	3682	9579	3	0.004589208842486516	0.0029843922089567614	3.105970769616217e-05	0.0033054566799652226
Hexapep	822	9556	12	0.001024542453880446	0.0029772264349565247	0.0001239292655916637	0.0025868363329222947
Pyr_redox_2	2464	9435	3	0.003071109660206029	0.0029395282326074544	3.105970769616217e-05	0.002965962780321633
Acetyltransf_1	1831	9367	46	0.002282146784685874	0.0029183424659980596	0.00047476981764133614	0.00279123060436704
Sugar_tr	1662	9242	2	0.0020715074071773337	0.0028793980420837306	2.0740867929995338e-05	0.0027179477802148997
Aminotran_1_2	1235	9181	3	0.001539300222584749	0.0028603931632135383	3.105970769616217e-05	0.002596308262574612
HTH_AraC	2456	9028	1	0.0030611385654127255	0.0028127251883423997	1.0422028163828504e-05	0.0028625193380660613
TetR_N	2855	8923	3	0.0035584469182287468	0.0027800118722543636	3.105970769616217e-05	0.0029358021622182015
Methyltransf_25	1417	8644	48	0.0017661426291324081	0.0026930879180775817	0.0004954074971736698	0.002507820498717436
AAA	1033	8618	295	0.0012875300790538308	0.002684987477903401	0.0030441609194168783	0.0024056233629950632
CBS	1124	8611	0	0.0014009512823276603	0.0026828065901641986	1.0318839766166837e-07	0.002426561312752818
GntR	3601	8583	1	0.0044882515077043165	0.002674083039207389	1.0422028163828504e-05	0.0030370022527140142
HTH_28	1392	8391	2	0.001734982957903334	0.00261426440407498	2.0740867929995338e-05	0.0024385258554715343
Trans_reg_C	1776	7919	2	0.0022135955079819114	0.0024672102593744742	2.0740867929995338e-05	0.0024165908604872203
Radical_SAM	782	7899	59	0.0009746869799139276	0.002460979151548182	0.000608914734601505	0.002163839895554328
Abhydrolase_1	2162	7691	38	0.0026947008317588146	0.0023961756301547382	0.0003922190995120014	0.00245597414693633
HTH_32	862	7597	0	0.0010743979278469643	0.0023668894233711633	1.0318839766166837e-07	0.0021085038854802628
LZ_Tnp_IS481	130	7500	1	0.00016204275425967663	0.002336668550413644	1.0422028163828504e-05	0.0019018662622757579
Aldedh	2207	7493	0	0.002750788239971148	0.0023344876626744415	1.0318839766166837e-07	0.00241783716702042
Methyltransf_31	1074	7493	27	0.0013386319398695124	0.0023344876626744415	0.00027871186208416627	0.0021354241065973754
Hydrolase	1604	7369	5	0.001999216969925882	0.0022958547941514273	5.169738722849585e-05	0.0022366241970931885
Helicase_C	584	7222	600	0.0007279023837796612	0.0022500561516281764	0.006191407048097763	0.0019457362522443862
Epimerase	2071	7199	101	0.002581279628484985	0.00224289037762794	0.0010423060047805121	0.002310654805165249
Methyltransf_11	1262	6940	40	0.001572952667512149	0.0021621975312774507	0.0004128567790443351	0.0020444437296737996
GGDEF	1628	6872	2	0.002029130254305793	0.002141011764668056	2.0740867929995338e-05	0.0021187235990524998
AAA_21	1528	6766	13	0.0019044915693894968	0.002107986893188705	0.00013424810535783054	0.0020673757698846736
MMR_HSR1	156	6549	3	0.0001944488123379136	0.00204037937327343	3.105970769616217e-05	0.0016712995536338196
Abhydrolase_6	2022	6434	35	0.002520206672876	0.0020045505032722476	0.00036126258021350094	0.0021077561015603427
Glycos_transf_2	1355	6229	43	0.0016888666444843045	0.0019406816480527483	0.0004438132983428356	0.0018904002421703209
TPR_16	1293	6204	0	0.0016115906598362009	0.0019328927632698825	1.0318839766166837e-07	0.0018687145084926467
Pyr_redox	1431	6180	3	0.0017835920450206895	0.0019254154338783315	3.105970769616217e-05	0.0018971302974495991
TonB_dep_Rec	1295	6141	0	0.0016140834335345267	0.0019132647736170608	1.0318839766166837e-07	0.001853509568787611
GerE	1853	6121	4	0.0023095672953674594	0.0019070336657907683	4.137854746232901e-05	0.001987612151759895
Sel1	1071	6081	42	0.0013348927793220234	0.0018945714501381829	0.00043349445857666875	0.0017827193577018697
OEP	1842	6026	0	0.0022958570400266665	0.0018774359036158783	1.0318839766166837e-07	0.0019611904532560623
Hydrolase_4	1600	6009	45	0.00199423142252923	0.0018721394619635296	0.0004644509778751693	0.0018966317748363194
Acetyltransf_10	1111	5978	28	0.001384748253288542	0.001862481244832776	0.0002890307018503331	0.001767015895383554
AMP-binding_C	1621	5967	0	0.0020204055463616524	0.001859054135528315	1.0318839766166837e-07	0.0018913972873968808
GTP_EFTU	278	5936	13	0.0003465080079357949	0.0018493959183975615	0.00013424810535783054	0.0015489122520736124
ADH_zinc_N	2069	5895	5	0.0025787868547866594	0.0018366221473536616	5.169738722849585e-05	0.0019851195386934957
BPD_transp_2	3360	5875	0	0.004187872277056043	0.001830391039527369	1.0318839766166837e-07	0.002301930659432851
PP-binding	1653	5858	5	0.002060289925534867	0.0018250945978750203	5.169738722849585e-05	0.0018722041667856059
Plug	1206	5805	0	0.0015031550039590232	0.0018085821621353448	1.0318839766166837e-07	0.0017475735134656392
AA_permease_2	497	5644	0	0.0006194667279024835	0.0017584217441336894	1.0318839766166837e-07	0.0015307161766888971
DEAD	467	5636	247	0.0005820751224275947	0.0017559293010031723	0.0025488566106408703	0.0015212442470365797
HemolysinCabind	8645	5631	0	0.010775026774882294	0.001754371524046599	1.0318839766166837e-07	0.003558456906204755
Sigma70_r2	1053	5586	58	0.00131245781603709	0.0017403515314374407	0.0005985958948353381	0.001654848307395584
Glycos_transf_1	1401	5558	48	0.0017462004395458006	0.001731627980480631	0.0004954074971736698	0.0017346119255203627
Methyltransf_23	1188	5552	39	0.0014807200406740898	0.0017297586481327433	0.0004025379392781683	0.0016800236993662172
SBP_bac_3	1562	5545	0	0.0019468687222610375	0.0017275777603935408	1.0318839766166837e-07	0.0017715025989030729
PAS_9	2574	5500	0	0.003208212213613955	0.0017135577677843824	1.0318839766166837e-07	0.0020125382824238884
S1	62	5489	4	7.728844851659524e-05	0.0017101306584799214	4.137854746232901e-05	0.0013836520057713365
Peripla_BP_1	2409	5472	0	0.0030025583835020663	0.0017048342168275727	1.0318839766166837e-07	0.0019644308502423814
NUDIX	457	5412	132	0.0005696112539359651	0.001686140893348695	0.001362190037531684	0.0014629171012828352
Peripla_BP_4	2768	5269	0	0.0034500112623515695	0.0016415884723907028	1.0318839766166837e-07	0.002003315614078211
SBP_bac_1	2338	5255	4	0.002914064917211496	0.001637226696912298	4.137854746232901e-05	0.0018926435939300803
DNA_gyraseA_C	100	5236	8	0.00012465114878478778	0.0016313071444773199	8.265390652699636e-05	0.001330060824843751
DAO	1732	5229	7	0.002158754486618741	0.0016291262567381176	7.233506676082952e-05	0.0017351104481336426
Glyco_trans_1_4	1389	5222	33	0.0017312437973558451	0.001626945368998915	0.00034062490068116727	0.001647868990809666
AA_permease	428	5204	0	0.0005334660353102391	0.0016213373719552518	1.0318839766166837e-07	0.001403842171609171
HTH_3	2994	5150	555	0.0037316946902623987	0.0016045133808242616	0.005727059258620256	0.0020299865738886837
Phage_integrase	5404	5088	507	0.006735486996745136	0.0015851969465627545	0.0052317549498442474	0.0026152521218792473
GDP_Man_Dehyd	1534	5083	76	0.0019119698904844745	0.0015836391696061815	0.0007843350106263413	0.0016493645586495055
Sigma54_activat	683	5080	3	0.0008512946818467944	0.0015827045034322376	3.105970769616217e-05	0.0014364954027790023
Acetyltransf_7	987	5060	29	0.0012301962839923347	0.0015764733956059448	0.00029934954161649994	0.0015072856138647435
MCPsignal	1363	5021	0	0.0016988377392776082	0.0015643227353446744	1.0318839766166837e-07	0.001591286674202401
Peripla_BP_3	2093	4997	0	0.0026087001391665704	0.0015568454059531232	1.0318839766166837e-07	0.0017672651566901939
Acyl-CoA_dh_1	1133	4971	0	0.001412168763970127	0.0015487449657789428	1.0318839766166837e-07	0.0015214935083432196
ABC_membrane	1130	4919	3	0.0014084296034226381	0.001532544085430582	3.105970769616217e-05	0.0015077841364780234
ECH_1	880	4903	0	0.0010968328911318977	0.0015275591991695478	1.0318839766166837e-07	0.001441480628911801
HlyD_3	1925	4840	0	0.0023993071485071925	0.0015079312095167261	1.0318839766166837e-07	0.0016862552320322155
